station_name,latitude_x,longitude_x,business_name,rating,review_count,distance_m,business_latitude,business_longitude,categories,address,city,state,postal_code,source,name,latitude_y,longitude_y,free_bikes,empty_slots,total_docks
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Dishoom,4.5,2846,6067.051082851925,51.512447030091,-0.1269579217873,Indian,12 Upper Saint Martin's Lane,London,XGL,WC2H 9FB,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Da Mario Restaurant,4.3,218,2540.449419799159,51.4987228161749,-0.183567237647306,Italian,15 Gloucester Road,London,XGL,SW7 4PP,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Granger & Co,4.0,214,1233.590718155784,51.514646148453,-0.19779915622354,"British, Modern European, Breakfast & Brunch",175 Westbourne Grove,London,XGL,W11 2SB,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Osteria Basilico,3.9,88,778.1778576794192,51.515359633283,-0.2058905197699,Italian,29 Kensington Park Road,London,XGL,W11 2EU,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,The Queens Arms,4.4,251,5602.07360134013,51.4925789,-0.1392194,"British, Pubs, Gastropubs",11 Warwick Way,London,XGL,SW1V 1QT,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Dishoom,4.5,808,5183.801658728434,51.513087,-0.139767,Indian,22 Kingly Street,London,XGL,W1B 5QP,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Mohsen,4.5,89,1931.8406172266727,51.495177,-0.20302,"Persian/Iranian, Middle Eastern",152 Warwick Road,London,XGL,W14 8PS,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Honest Burgers Portobello,4.2,46,840.6347635592892,51.5154421,-0.204849355577039,Burgers,189 Portobello Rd,London,LND,W11 2ED,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Burger & Lobster,4.4,119,3960.950719299987,51.501441,-0.159432,"American, Seafood, Burgers",Fifth Floor Harvey Nichols,London,XGL,SW1X 7RJ,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Cottons,4.6,19,1025.8241488685208,51.508423,-0.200078,"Caribbean, Bars",157-159 Notting Hill Gate,London,XGL,W11 3LF,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Flat Iron,4.6,272,6262.556874682773,51.5108326561998,-0.124100585093387,Steakhouses,17-18 Henrietta Street,Covent Garden,XGL,WC2E 8QH,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,The Palomar Restaurant,4.7,143,5666.37421040576,51.5111632,-0.1327159,"Middle Eastern, Mediterranean",34 Rupert Street,London,XGL,W1D 6DN,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,The Crown and Sceptre,4.4,24,1523.2860925557352,51.4979662,-0.20744,Gastropubs,34 Holland Road,London,XGL,W14 8BA,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,The Distillery,4.3,21,876.2279173550303,51.5160106198114,-0.204917461249907,"Cocktail Bars, Spanish, Distilleries",186 Portobello Road,London,XGL,W11 2DY,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Burger & Lobster,4.3,259,4792.772539240936,51.5069919134923,-0.145631313738818,"American, Burgers, Seafood",29 Clarges Street,Mayfair,XGL,W1J 7EF,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Hawksmoor Seven Dials,4.4,430,6160.121999270661,51.5134998914001,-0.12567396291297,"British, Steakhouses, Cocktail Bars",11 Langley Street,London,XGL,WC2H 9JG,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Zaika of Kensington,4.5,107,2133.504801270888,51.502166,-0.187171,Indian,1 Kensington High Street,London,XGL,W8 5NP,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Farm Girl Cafe,3.9,121,965.084778676368,51.5120686916922,-0.200769876546774,Cafes,59A Portobello Road,London,XGL,W11 3DB,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Hawksmoor,4.4,207,5429.663919578066,51.5097072807539,-0.136161326657445,"Seafood, Steakhouses",5A Air Street,London,XGL,W1J 0AD,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Hawksmoor,4.5,100,3626.769049863301,51.4974592155569,-0.166872303554917,"Steakhouses, British, Seafood",3 Yeoman's Row,London,XGL,SW3 2AL,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,The Milestone Hotel and Residences,4.8,40,2172.9744607041353,51.50201555,-0.1866541,"Hotels, British",1-3 Kensington Court,London,XGL,W8 5DL,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,The Abingdon,4.2,61,1956.946444011597,51.497629045444,-0.19607751802576,New American,54 Abingdon Road,London,XGL,W8 6AP,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Farina Pizzeria,4.8,17,1137.3985541221627,51.5085851,-0.1985969,"Pizza, Italian",115 Notting Hill Gate,London,XGL,W11 3LB,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Kerbisher & Malt,4.2,97,1594.590127588399,51.4975479902866,-0.222881547885095,Fish & Chips,164 Shepherds Bush Road,London,XGL,W6 7PB,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Clos Maggiore,4.3,160,6221.886864619377,51.51166,-0.124695,"French, Mediterranean",33 King Street,London,XGL,WC2E 8JD,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Gymkhana,4.3,244,5055.156353838024,51.50842,-0.1416607,"Indian, Cocktail Bars",42 Albemarle Street,London,XGL,W1S 4JH,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,The Bird In Hand,4.2,50,1243.0708224167383,51.499761921973,-0.21544145627873,"Pubs, Italian",88 Masbro Road,London,XGL,W14 0LR,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,The Castle,4.1,54,689.3412360536247,51.50691920617,-0.20699787084123,"Pubs, Burgers",100 Holland Park Avenue,London,XGL,W11 4UA,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,Mazi,4.3,26,1208.5749139843024,51.5081215,-0.1977605,"Mediterranean, Greek",12-14 Hillgate Street,London,XGL,W8 7SR,yelp,"300084 - Sirdar Road, Avondale",51.51092871,-0.214594781,18,7,25
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Dishoom,4.5,749,1292.4589290964673,51.5245310066818,-0.076594190862934,"Indian, Breakfast & Brunch",7 Boundary Street,London,XGL,E2 7JE,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Duck & Waffle,4.0,978,1037.8014764894738,51.516178,-0.08094,"Modern European, Bars, British",110 Bishopsgate,London,XGL,EC2N 4AY,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Hawksmoor Spitalfields,4.4,194,958.3956877284324,51.5211502,-0.075657,"Steakhouses, British",157a Commercial Street,London,XGL,E1 6BJ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Ottolenghi Spitalfields,4.3,103,852.1196593723486,51.5181446,-0.0771446,"Mediterranean, Modern European",50 Artillery Lane,London,XGL,E1 7LJ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Tayyabs,3.9,769,319.1615395517942,51.5172233660434,-0.0633161000573224,"Indian, Pakistani, Halal",83-89 Fieldgate Street,London,XGL,E1 1JU,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Poppies,3.9,428,811.5048265544318,51.5202629,-0.074075,"Fish & Chips, Fast Food",6-8 Hanbury Street,London,XGL,E1 6QR,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Padella,4.5,313,1981.7911432249591,51.5051451,-0.0899515,Italian,6 Southwark Street,London,XGL,SE1 1TQ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Emilia's Crafted Pasta,4.4,84,934.9431863844528,51.5072531,-0.0716082,"Italian, Pasta Shops",Unit C3 Ivory House,London,XGL,E1W 1AT,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Flat Iron,4.7,64,1496.207991342764,51.5247221,-0.0804249,Steakhouses,77 Curtain Road,Shoreditch,XGL,EC2A 3BS,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Sushisamba,3.8,307,1038.2278195317683,51.516179,-0.080946,"Asian Fusion, Sushi Bars",110 Bishopsgate,London,XGL,EC2N 4AY,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Andina,4.1,158,1294.964165045223,51.5243208695971,-0.077134990126122,"Breakfast & Brunch, Peruvian",60-62 Commercial Street,London,XGL,E1 6LT,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Gunpowder,4.4,74,709.5234107036027,51.5181641,-0.0749311,Indian,11 White's Row,Spitalfields,XGL,E1 7NF,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Polo 24 Hour Bar,4.0,124,1033.4197822353503,51.517821,-0.080269,"Diners, Cafes, Breakfast & Brunch",176 Bishopsgate,London,XGL,EC2M 4NQ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Clove Club,4.4,118,1622.2632087443092,51.5270489,-0.0791196,"British, Cocktail Bars",Shoreditch Town Hall,London,XGL,EC1V 9LT,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Blacklock,4.9,42,1643.747270169447,51.52595,-0.08199,Steakhouses,28-30 Rivington Street,London,XGL,EC2A 3DZ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Smokestak,4.4,49,1103.5659975423175,51.5236,-0.0738245,Barbeque,35 Sclater Street,Shoreditch,XGL,E1 6LB,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Dishoom,4.5,2846,4221.861606888758,51.512447030091,-0.1269579217873,Indian,12 Upper Saint Martin's Lane,London,XGL,WC2H 9FB,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Efes,4.4,70,280.6287335117726,51.5161134997069,-0.0696553269835931,Turkish,1 Whitechapel Rd,London,XGL,E1 6TY,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Original Lahore Kebab House,3.9,162,210.08677966147457,51.51461,-0.0630949,"Indian, Pakistani, Halal",2-10 Umberston Street,London,XGL,E1 1PY,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Fat Bear,4.5,127,2450.593489195784,51.5131833881734,-0.10138103121642,"American, Soul Food, Cajun/Creole",61 Carter Lane,London,XGL,EC4V 5DY,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Brawn,4.4,52,1583.7739535916014,51.5289277153112,-0.0702632793320869,Modern European,49 Columbia Road,London,XGL,E2 7RG,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Som Saa,4.1,54,592.7048777336504,51.517315,-0.073734,Thai,43A Commercial Street,London,XGL,E1 6BD,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Chez Elles,4.4,37,509.66277415203166,51.5181672,-0.0712837,"French, Wine Bars",45 Brick Lane,London,XGL,E1 6PU,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,HotBox,4.2,53,554.8842812829604,51.5170698872586,-0.0733181834220886,Barbeque,46-48 Commercial Street,London,XGL,E1 6LT,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Dinner by Heston Blumenthal,4.4,322,6650.885349922968,51.502163,-0.159966,British,66 Knightsbridge,London,XGL,SW1X 7LA,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Lobos Meat and Tapas,4.5,41,1902.3166905690052,51.5056258,-0.0891513,"Tapas/Small Plates, Tapas Bars, Spanish",14 Borough High Street,London,XGL,SE1 9QG,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Culpeper,4.0,47,529.9759485216197,51.5169119,-0.0730395,"British, Pubs",40 Commercial Street,London,XGL,E1 6LP,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Hawksmoor,4.4,52,1996.674719985084,51.5062318,-0.0913238,"Steakhouses, Wine Bars, Cocktail Bars",16 Winchester Walk,London,XGL,SE1 9AQ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Alchemist,3.9,114,918.3103791088224,51.5150476,-0.0793474,"Cocktail Bars, British, Breakfast & Brunch",6 Bevis Marks,London,XGL,EC3A 7BA,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Mayfair Chippy,4.5,606,6045.607027906644,51.5131345,-0.1533961,Fish & Chips,14 North Audley Street,London,XGL,W1K 6WE,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Hawksmoor Guildhall,4.2,60,1716.3251267314654,51.5155006968868,-0.0908641121643541,"Steakhouses, Bars, British",10 Basinghall Street,London,XGL,EC2V 5BQ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Mango Indian,4.4,165,2165.398661140078,51.504962,-0.092963,Indian,Cromwell Building,London,XGL,SE1 9HR,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Burger and Lobster,4.2,70,1970.5884752770016,51.5136669051182,-0.094483494758606,American,Units 5 & 6 Bow Bells House,London,XGL,EC4M 9SH,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,YUU Kitchen,4.6,27,524.1284558456556,51.5163453296298,-0.0733002399505267,"Chicken Wings, Cocktail Bars, Wine Bars",29 Commercial Street,London,XGL,E1 6NE,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Restaurant Gordon Ramsay,4.3,263,7383.66400813703,51.485833,-0.161966,"French, British",68 Royal Hospital Road,London,XGL,SW3 4HP,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Byward Kitchen & Bar,4.0,128,1089.905720865016,51.5092887647333,-0.0789638981223106,"British, Breakfast & Brunch",Byward Street,London,XGL,EC3R 5BJ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Swan,4.1,286,2260.3330321119274,51.50835,-0.096985,"British, Bars, Venues & Event Spaces",Swan Shakespeare's Globe,Bankside,XGL,SE1 9DT,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Queens Arms,4.4,251,5635.880195427949,51.4925789,-0.1392194,"British, Pubs, Gastropubs",11 Warwick Way,London,XGL,SW1V 1QT,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Dishoom,4.5,808,5103.303135314436,51.513087,-0.139767,Indian,22 Kingly Street,London,XGL,W1B 5QP,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Smoking Goat,4.2,62,1278.5975936770287,51.5244388,-0.0770751,Thai,64 Shoreditch High Street,London,XGL,E1 6JJ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,TRADE - Commercial Street,4.5,71,602.3357508390718,51.5174201859475,-0.073803998529911,Cafes,47 Commercial Street,London,XGL,E1 6BD,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Flat Iron,4.6,272,4040.906104374941,51.5108326561998,-0.124100585093387,Steakhouses,17-18 Henrietta Street,Covent Garden,XGL,WC2E 8QH,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Melusine,4.9,11,914.9536916878355,51.507266998291,-0.0717059969902039,Seafood,Unit K Ivory House,London,XGL,E1W 1AT,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Il Bordello,4.3,65,1310.532693000273,51.5065452882856,-0.0527607017206719,"Pizza, Italian",Unit G01 Metropolitan Wharf,London,XGL,E1W 3SS,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Petrus,4.5,145,6501.85071096017,51.4993674,-0.1565204,French,1 Kinnerton Street,London,XGL,SW1X 8EA,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Palomar Restaurant,4.7,143,4630.306697118397,51.5111632,-0.1327159,"Middle Eastern, Mediterranean",34 Rupert Street,London,XGL,W1D 6DN,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Empress,4.0,48,442.24750471756374,51.5112641137455,-0.068577453164671,Indian,141 Leman Street,London,XGL,E1 8EY,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Hawksmoor Seven Dials,4.4,430,4127.008245595051,51.5134998914001,-0.12567396291297,"British, Steakhouses, Cocktail Bars",11 Langley Street,London,XGL,WC2H 9JG,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,Lyle's,4.0,55,1214.67581868582,51.5237731345802,-0.0763724881870758,British,Tea Building,London,XGL,E1 6JJ,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,The Pig and Butcher,4.5,134,3770.511062456912,51.537442542029,-0.10682789450616,"British, Gastropubs",80 Liverpool Road,London,XGL,N1 0QD,yelp,"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,4,9,13
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Dishoom,4.5,749,726.9815589871498,51.5245310066818,-0.076594190862934,"Indian, Breakfast & Brunch",7 Boundary Street,London,XGL,E2 7JE,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Blacklock,4.9,42,412.7522019229266,51.52595,-0.08199,Steakhouses,28-30 Rivington Street,London,XGL,EC2A 3DZ,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,The Clove Club,4.4,118,402.8969020939044,51.5270489,-0.0791196,"British, Cocktail Bars",Shoreditch Town Hall,London,XGL,EC1V 9LT,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Hawksmoor Spitalfields,4.4,194,1073.8723225433505,51.5211502,-0.075657,"Steakhouses, British",157a Commercial Street,London,XGL,E1 6BJ,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Friends of Ours,4.5,104,56.873537939646305,51.5291189,-0.0836995,Cafes,61 Pitfield Street,London,XGL,N1 6BU,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Flat Iron,4.7,64,546.3076254367319,51.5247221,-0.0804249,Steakhouses,77 Curtain Road,Shoreditch,XGL,EC2A 3BS,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,The Pig and Butcher,4.5,134,1846.4025650254664,51.537442542029,-0.10682789450616,"British, Gastropubs",80 Liverpool Road,London,XGL,N1 0QD,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,St John Bar and Restaurant,4.2,342,1608.634328167479,51.520481,-0.101486,"British, Bars",26 St John Street,London,XGL,EC1M 4AY,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Andina,4.1,158,722.1322628727928,51.5243208695971,-0.077134990126122,"Breakfast & Brunch, Peruvian",60-62 Commercial Street,London,XGL,E1 6LT,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Duck & Waffle,4.0,978,1494.8155834262343,51.516178,-0.08094,"Modern European, Bars, British",110 Bishopsgate,London,XGL,EC2N 4AY,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Old Fountain,4.4,46,481.8452623663088,51.527072,-0.089101,"Pubs, Gastropubs",3 Baldwin Street,London,XGL,EC1V 9NU,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Dishoom,4.5,2846,3565.5499565236173,51.512447030091,-0.1269579217873,Indian,12 Upper Saint Martin's Lane,London,XGL,WC2H 9FB,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Poppies,3.9,428,1214.698651483457,51.5202629,-0.074075,"Fish & Chips, Fast Food",6-8 Hanbury Street,London,XGL,E1 6QR,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,Ottolenghi Spitalfields,4.3,103,1325.5790123644465,51.5181446,-0.0771446,"Mediterranean, Modern European",50 Artillery Lane,London,XGL,E1 7LJ,yelp,"003427 - Fanshaw Street, Hoxton",51.52953709,-0.083353323,5,30,35
